Image,Image_size,Data Size (bytes),Ratio,PSNR,SSIM,Data Integrity,Images Match
Error processing original_images_JPG/cars/carsgraz_204.jpg,339852,3398,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_204.jpg,339852,6797,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_204.jpg,339852,10195,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_204.jpg,339852,13594,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_035.jpg,279104,2791,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_035.jpg,279104,5582,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_035.jpg,279104,8373,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_035.jpg,279104,11164,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_291.jpg,151286,1512,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_291.jpg,151286,3025,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_291.jpg,151286,4538,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_291.jpg,151286,6051,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_235.jpg,186523,1865,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_235.jpg,186523,3730,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_235.jpg,186523,5595,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_235.jpg,186523,7460,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_279.jpg,218534,2185,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_279.jpg,218534,4370,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_279.jpg,218534,6556,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_279.jpg,218534,8741,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_358.jpg,189500,1895,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_358.jpg,189500,3790,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_358.jpg,189500,5685,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_358.jpg,189500,7580,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_200.jpg,326028,3260,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_200.jpg,326028,6520,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_200.jpg,326028,9780,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_200.jpg,326028,13041,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_230.jpg,291838,2918,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_230.jpg,291838,5836,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_230.jpg,291838,8755,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_230.jpg,291838,11673,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_093.jpg,227109,2271,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_093.jpg,227109,4542,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_093.jpg,227109,6813,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_093.jpg,227109,9084,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_147.jpg,241751,2417,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_147.jpg,241751,4835,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_147.jpg,241751,7252,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_147.jpg,241751,9670,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_042.jpg,322163,3221,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_042.jpg,322163,6443,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_042.jpg,322163,9664,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_042.jpg,322163,12886,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_320.jpg,242263,2422,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_320.jpg,242263,4845,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_320.jpg,242263,7267,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_320.jpg,242263,9690,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_050.jpg,261547,2615,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_050.jpg,261547,5230,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_050.jpg,261547,7846,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_050.jpg,261547,10461,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_395.jpg,288465,2884,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_395.jpg,288465,5769,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_395.jpg,288465,8653,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_395.jpg,288465,11538,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_019.jpg,249911,2499,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_019.jpg,249911,4998,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_019.jpg,249911,7497,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_019.jpg,249911,9996,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_280.jpg,314997,3149,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_280.jpg,314997,6299,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_280.jpg,314997,9449,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_280.jpg,314997,12599,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_002.jpg,257169,2571,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_002.jpg,257169,5143,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_002.jpg,257169,7715,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_002.jpg,257169,10286,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_335.jpg,237079,2370,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_335.jpg,237079,4741,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_335.jpg,237079,7112,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_335.jpg,237079,9483,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_287.jpg,178260,1782,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_287.jpg,178260,3565,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_287.jpg,178260,5347,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_287.jpg,178260,7130,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_297.jpg,224447,2244,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_297.jpg,224447,4488,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_297.jpg,224447,6733,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_297.jpg,224447,8977,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_216.jpg,224007,2240,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_216.jpg,224007,4480,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_216.jpg,224007,6720,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_216.jpg,224007,8960,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_342.jpg,270469,2704,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_342.jpg,270469,5409,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_342.jpg,270469,8114,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_342.jpg,270469,10818,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_210.jpg,329231,3292,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_210.jpg,329231,6584,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_210.jpg,329231,9876,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_210.jpg,329231,13169,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_064.jpg,236595,2365,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_064.jpg,236595,4731,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_064.jpg,236595,7097,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_064.jpg,236595,9463,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_241.jpg,230640,2306,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_241.jpg,230640,4612,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_241.jpg,230640,6919,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_241.jpg,230640,9225,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_094.jpg,234759,2347,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_094.jpg,234759,4695,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_094.jpg,234759,7042,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_094.jpg,234759,9390,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_250.jpg,230650,2306,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_250.jpg,230650,4613,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_250.jpg,230650,6919,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_250.jpg,230650,9226,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_024.jpg,202475,2024,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_024.jpg,202475,4049,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_024.jpg,202475,6074,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_024.jpg,202475,8099,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_190.jpg,266465,2664,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_190.jpg,266465,5329,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_190.jpg,266465,7993,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_190.jpg,266465,10658,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_083.jpg,197476,1974,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_083.jpg,197476,3949,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_083.jpg,197476,5924,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_083.jpg,197476,7899,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_143.jpg,164125,1641,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_143.jpg,164125,3282,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_143.jpg,164125,4923,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_143.jpg,164125,6565,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_321.jpg,241710,2417,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_321.jpg,241710,4834,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_321.jpg,241710,7251,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_321.jpg,241710,9668,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_357.jpg,195804,1958,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_357.jpg,195804,3916,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_357.jpg,195804,5874,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_357.jpg,195804,7832,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_171.jpg,220965,2209,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_171.jpg,220965,4419,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_171.jpg,220965,6628,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_171.jpg,220965,8838,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_411.jpg,341665,3416,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_411.jpg,341665,6833,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_411.jpg,341665,10249,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_411.jpg,341665,13666,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_349.jpg,250369,2503,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_349.jpg,250369,5007,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_349.jpg,250369,7511,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_349.jpg,250369,10014,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_389.jpg,302285,3022,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_389.jpg,302285,6045,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_389.jpg,302285,9068,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_389.jpg,302285,12091,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_370.jpg,151503,1515,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_370.jpg,151503,3030,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_370.jpg,151503,4545,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_370.jpg,151503,6060,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_239.jpg,209785,2097,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_239.jpg,209785,4195,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_239.jpg,209785,6293,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_239.jpg,209785,8391,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_068.jpg,279297,2792,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_068.jpg,279297,5585,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_068.jpg,279297,8378,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_068.jpg,279297,11171,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_169.jpg,231913,2319,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_169.jpg,231913,4638,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_169.jpg,231913,6957,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_169.jpg,231913,9276,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_399.jpg,345101,3451,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_399.jpg,345101,6902,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_399.jpg,345101,10353,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_399.jpg,345101,13804,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_113.jpg,153396,1533,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_113.jpg,153396,3067,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_113.jpg,153396,4601,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_113.jpg,153396,6135,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_402.jpg,296559,2965,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_402.jpg,296559,5931,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_402.jpg,296559,8896,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_402.jpg,296559,11862,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_394.jpg,264012,2640,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_394.jpg,264012,5280,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_394.jpg,264012,7920,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_394.jpg,264012,10560,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_090.jpg,199275,1992,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_090.jpg,199275,3985,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_090.jpg,199275,5978,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_090.jpg,199275,7971,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_353.jpg,290759,2907,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_353.jpg,290759,5815,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_353.jpg,290759,8722,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_353.jpg,290759,11630,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_293.jpg,207591,2075,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_293.jpg,207591,4151,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_293.jpg,207591,6227,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_293.jpg,207591,8303,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_116.jpg,232721,2327,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_116.jpg,232721,4654,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_116.jpg,232721,6981,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_116.jpg,232721,9308,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_219.jpg,271227,2712,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_219.jpg,271227,5424,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_219.jpg,271227,8136,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_219.jpg,271227,10849,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_245.jpg,238238,2382,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_245.jpg,238238,4764,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_245.jpg,238238,7147,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_245.jpg,238238,9529,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_026.jpg,168810,1688,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_026.jpg,168810,3376,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_026.jpg,168810,5064,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_026.jpg,168810,6752,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_248.jpg,214949,2149,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_248.jpg,214949,4298,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_248.jpg,214949,6448,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_248.jpg,214949,8597,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_018.jpg,230152,2301,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_018.jpg,230152,4603,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_018.jpg,230152,6904,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_018.jpg,230152,9206,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_359.jpg,143642,1436,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_359.jpg,143642,2872,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_359.jpg,143642,4309,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_359.jpg,143642,5745,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_418.jpg,291954,2919,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_418.jpg,291954,5839,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_418.jpg,291954,8758,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_418.jpg,291954,11678,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_105.jpg,203029,2030,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_105.jpg,203029,4060,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_105.jpg,203029,6090,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_105.jpg,203029,8121,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_214.jpg,280431,2804,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_214.jpg,280431,5608,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_214.jpg,280431,8412,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_214.jpg,280431,11217,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_110.jpg,213095,2130,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_110.jpg,213095,4261,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_110.jpg,213095,6392,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_110.jpg,213095,8523,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_308.jpg,261252,2612,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_308.jpg,261252,5225,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_308.jpg,261252,7837,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_308.jpg,261252,10450,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_238.jpg,212368,2123,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_238.jpg,212368,4247,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_238.jpg,212368,6371,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_238.jpg,212368,8494,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_165.jpg,203800,2038,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_165.jpg,203800,4076,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_165.jpg,203800,6114,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_165.jpg,203800,8152,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_153.jpg,225367,2253,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_153.jpg,225367,4507,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_153.jpg,225367,6761,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_153.jpg,225367,9014,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_412.jpg,367823,3678,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_412.jpg,367823,7356,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_412.jpg,367823,11034,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_412.jpg,367823,14712,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_255.jpg,232881,2328,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_255.jpg,232881,4657,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_255.jpg,232881,6986,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_255.jpg,232881,9315,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_071.jpg,292388,2923,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_071.jpg,292388,5847,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_071.jpg,292388,8771,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_071.jpg,292388,11695,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_303.jpg,223574,2235,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_303.jpg,223574,4471,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_303.jpg,223574,6707,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_303.jpg,223574,8942,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_207.jpg,338247,3382,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_207.jpg,338247,6764,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_207.jpg,338247,10147,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_207.jpg,338247,13529,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_062.jpg,263961,2639,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_062.jpg,263961,5279,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_062.jpg,263961,7918,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_062.jpg,263961,10558,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_081.jpg,171510,1715,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_081.jpg,171510,3430,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_081.jpg,171510,5145,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_081.jpg,171510,6860,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_032.jpg,171451,1714,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_032.jpg,171451,3429,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_032.jpg,171451,5143,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_032.jpg,171451,6858,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_223.jpg,295913,2959,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_223.jpg,295913,5918,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_223.jpg,295913,8877,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_223.jpg,295913,11836,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_261.jpg,233260,2332,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_261.jpg,233260,4665,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_261.jpg,233260,6997,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_261.jpg,233260,9330,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_058.jpg,274868,2748,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_058.jpg,274868,5497,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_058.jpg,274868,8246,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_058.jpg,274868,10994,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_141.jpg,203137,2031,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_141.jpg,203137,4062,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_141.jpg,203137,6094,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_141.jpg,203137,8125,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_196.jpg,323471,3234,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_196.jpg,323471,6469,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_196.jpg,323471,9704,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_196.jpg,323471,12938,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_051.jpg,225783,2257,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_051.jpg,225783,4515,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_051.jpg,225783,6773,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_051.jpg,225783,9031,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_043.jpg,292107,2921,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_043.jpg,292107,5842,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_043.jpg,292107,8763,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_043.jpg,292107,11684,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_078.jpg,260968,2609,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_078.jpg,260968,5219,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_078.jpg,260968,7829,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_078.jpg,260968,10438,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_272.jpg,329493,3294,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_272.jpg,329493,6589,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_272.jpg,329493,9884,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_272.jpg,329493,13179,4,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_269.jpg,252658,2526,1,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_269.jpg,252658,5053,2,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_269.jpg,252658,7579,3,0,0,False,False
Error processing original_images_JPG/cars/carsgraz_269.jpg,252658,10106,4,0,0,False,False
